task,segment_label,model,samples,target_lang,exact_match,accuracy,macro_f1,wer_vs_reference,cer_vs_reference,bleu,chrf,rouge_1,rouge_2,rouge_l,bertscore_precision,bertscore_recall,bertscore_f1,avg_latency_seconds,quality_score
machine_translation,Machine Translation (JPN),qwen2.5:7b-instruct,500,jpn,,,,168.90142857142857,118.80327658298036,3.656416530385962,12.552837601938426,,,,,,,0.5577188096814789,34.88509557678961
machine_translation,Machine Translation (JPN),llama3.1:8b-instruct,500,jpn,,,,168.11212121212122,125.91522767977013,2.3580909895219757,14.844702415131804,,,,,,,0.5877744105560705,2.0030369970702226
machine_translation,Machine Translation (JPN),aya-expanse:8b,500,jpn,,,,109.06666666666666,104.59345489327896,2.2790024468662025,16.53276015149375,,,,,,,0.6104213949004188,0.0
ner,NER,gemma2:9b,500,,,0.7955488246526634,0.1218257548657786,,,,,,,,,,,1.675276077417191,100.0
ner,NER,qwen2.5:7b-instruct,500,,,0.6894712583130309,0.0945771557769653,,,,,,,,,,,1.577289878907148,34.56106927414193
ner,NER,llama3.1:8b-instruct,500,,,0.8120102719431093,0.0944100819669818,,,,,,,,,,,1.0968341422863304,34.15983281270109
ner,NER,falcon3:7b-instruct,500,,,0.8040429314545334,0.092625774340406,,,,,,,,,,,1.6765450276839546,29.874725061343348
ner,NER,aya-expanse:8b,500,,,0.7347073154671758,0.0801860171949947,,,,,,,,,,,1.334985840015579,0.0
pos,POS,gemma2:9b,456,,,0.6032608695652174,0.4861942277048872,,,,,,,,,,,1.3605157698365746,100.0
pos,POS,falcon3:7b-instruct,456,,,0.4376874062968516,0.3321202120515754,,,,,,,,,,,1.3853740922140627,49.697650477747416
pos,POS,llama3.1:8b-instruct,456,,,0.3902736131934033,0.3093092202386063,,,,,,,,,,,1.210120253228652,42.25027865285041
pos,POS,qwen2.5:7b-instruct,456,,,0.354291604197901,0.3017091028510529,,,,,,,,,,,1.1163138636738152,39.76897926165977
pos,POS,aya-expanse:8b,456,,,0.2293853073463268,0.1798983645560833,,,,,,,,,,,0.9934320670088932,0.0
summarization,Summarization,aya-expanse:8b,300,,,,,208.78390963428225,172.32749590255474,,,0.064318538423452,0.032343690059732,0.0631192438908241,0.515578031539917,0.5294845104217529,0.5190345644950867,4.139778542050626,100.0
summarization,Summarization,llama3.1:8b-instruct,300,,,,,173.58493914464242,138.03447647318046,,,0.0814107966439168,0.0339501117261414,0.0764226368734041,0.5143786072731018,0.5253994464874268,0.5173295736312866,4.533985050790943,98.91422490632556
summarization,Summarization,gemma2:9b,300,,,,,271.1618173037092,231.13482905150187,,,0.0276097865056311,0.0114115157661219,0.0273008852492883,0.3921136856079101,0.4253163039684295,0.4067395329475403,5.999279968986909,28.48809281830284
summarization,Summarization,falcon3:7b-instruct,300,,,,,235.21406681391008,193.0180600962615,,,0.009379631309764,0.0022793406800111,0.0090365471840795,0.3671109080314636,0.3779491186141968,0.3708263635635376,4.135275213980737,5.617809064903041
summarization,Summarization,qwen2.5:7b-instruct,300,,,,,327.11256707709964,256.7649906919589,,,0.0157894451582224,0.0028271463126025,0.0142065756534567,0.3433190286159515,0.3843249678611755,0.3620047271251678,4.749134404129969,0.0
